variant,r,stage1_kernel,stage1_params,stage1_label,val_acc,best_svm_kernel,best_svm_params,diag,regime,repeat
MY-small_mu,2,rbf,{'gamma': 0.0026367644557403077},rbf(gamma=0.0026367644557403077),0.7818181818181819,rbf,"{'C': 0.5, 'gamma': 'scale'}","{'thetas': array([0.0001, 0.0002]), 'lambdas': array([0.0001, 0.0002]), 'D_scores': array([5159.9951, 2790.557 ])}",oldstyle_same_mean_scale_gap,1
MY-small_mu,2,laplacian,{'gamma': 0.0026367644557403077},laplacian(gamma=0.0026367644557403077),0.5848484848484848,poly,"{'C': 0.5, 'gamma': 'scale', 'degree': 2, 'coef0': 1.0}","{'thetas': array([0.0002, 0.0005]), 'lambdas': array([0.0002, 0.0005]), 'D_scores': array([2373.7586,  966.3542])}",oldstyle_same_mean_scale_gap,1
MY-small_mu,2,polynomial,"{'degree': 2, 'gamma': 0.0026367644557403077, 'coef0': 1.0}","polynomial(coef0=1.0, degree=2, gamma=0.0026367644557403077)",0.5545454545454546,rbf,"{'C': 0.5, 'gamma': 'scale'}","{'thetas': array([0.0001, 0.0042]), 'lambdas': array([0.0001, 0.0042]), 'D_scores': array([3670.6904,  114.6099])}",oldstyle_same_mean_scale_gap,1
MY-small_mu,2,sigmoid,"{'gamma': 0.0026367644557403077, 'coef0': 0.0}","sigmoid(coef0=0.0, gamma=0.0026367644557403077)",0.5515151515151515,rbf,"{'C': 2.0, 'gamma': 'scale'}","{'thetas': array([0.    , 0.0189]), 'lambdas': array([0.    , 0.0189]), 'D_scores': array([2.7152e+09, 2.3999e+01])}",oldstyle_same_mean_scale_gap,1
MY-small_mu,3,linear,{},linear,0.593939393939394,rbf,"{'C': 2.0, 'gamma': 0.5}","{'thetas': array([0.    , 0.0037, 0.0125]), 'lambdas': array([0.    , 0.0037, 0.0125]), 'D_scores': array([1.3579e+08, 1.3207e+02, 3.7217e+01])}",oldstyle_same_mean_scale_gap,1
MY-small_mu,3,rbf,{'gamma': 0.0026367644557403077},rbf(gamma=0.0026367644557403077),0.7848484848484848,rbf,"{'C': 1.0, 'gamma': 'scale'}","{'thetas': array([0.0001, 0.0002, 0.0004]), 'lambdas': array([0.0001, 0.0002, 0.0004]), 'D_scores': array([6217.0589, 3089.8581, 1317.0497])}",oldstyle_same_mean_scale_gap,1
MY-small_mu,3,laplacian,{'gamma': 0.0026367644557403077},laplacian(gamma=0.0026367644557403077),0.6181818181818182,rbf,"{'C': 0.5, 'gamma': 'scale'}","{'thetas': array([0.0001, 0.0009, 0.0013]), 'lambdas': array([0.0001, 0.0009, 0.0013]), 'D_scores': array([4812.3732,  558.8202,  387.5843])}",oldstyle_same_mean_scale_gap,1
MY-small_mu,3,polynomial,"{'degree': 2, 'gamma': 0.0026367644557403077, 'coef0': 1.0}","polynomial(coef0=1.0, degree=2, gamma=0.0026367644557403077)",0.49696969696969695,rbf,"{'C': 0.5, 'gamma': 0.5}","{'thetas': array([0.0019, 0.0043, 0.0099]), 'lambdas': array([0.0019, 0.0043, 0.0099]), 'D_scores': array([253.9404, 113.2859,  47.6491])}",oldstyle_same_mean_scale_gap,1
MY-small_mu,3,sigmoid,"{'gamma': 0.0026367644557403077, 'coef0': 0.0}","sigmoid(coef0=0.0, gamma=0.0026367644557403077)",0.48484848484848486,sigmoid,"{'C': 0.5, 'gamma': 'scale', 'coef0': 0.0}","{'thetas': array([0.    , 0.0149, 0.0417]), 'lambdas': array([0.    , 0.0149, 0.0417]), 'D_scores': array([5.0815e+08, 3.0882e+01, 9.9130e+00])}",oldstyle_same_mean_scale_gap,1
MY-small_mu,4,linear,{},linear,0.5181818181818182,rbf,"{'C': 1.0, 'gamma': 0.5}","{'thetas': array([0.    , 0.0007, 0.0175, 0.025 ]), 'lambdas': array([0.    , 0.0007, 0.0175, 0.025 ]), 'D_scores': array([96559684.5537,      671.1537,       25.9708,       17.6816])}",oldstyle_same_mean_scale_gap,1
