pair,class0,class1,rep,family,r,stage1_kernel,acc,probe_C
deer vs horse,deer,horse,2,large_mu,8,polynomial,0.8175,1.0
deer vs horse,deer,horse,2,large_mu,10,polynomial,0.82,10.0
deer vs horse,deer,horse,2,large_mu,16,polynomial,0.83,0.1
deer vs horse,deer,horse,2,large_mu,24,polynomial,0.8375,0.1
deer vs horse,deer,horse,2,large_mu,1,sigmoid,0.575,0.1
deer vs horse,deer,horse,2,large_mu,2,sigmoid,0.5375,0.1
deer vs horse,deer,horse,2,large_mu,4,sigmoid,0.5525,0.1
deer vs horse,deer,horse,2,large_mu,6,sigmoid,0.565,1.0
deer vs horse,deer,horse,2,large_mu,8,sigmoid,0.5875,0.1
deer vs horse,deer,horse,2,large_mu,10,sigmoid,0.585,0.1
deer vs horse,deer,horse,2,large_mu,16,sigmoid,0.6125,0.1
deer vs horse,deer,horse,2,large_mu,24,sigmoid,0.6275,10.0
deer vs horse,deer,horse,2,small_mu,1,linear,0.455,0.1
deer vs horse,deer,horse,2,small_mu,2,linear,0.5225,0.1
deer vs horse,deer,horse,2,small_mu,4,linear,0.4925,1.0
deer vs horse,deer,horse,2,small_mu,6,linear,0.5525,0.1
deer vs horse,deer,horse,2,small_mu,8,linear,0.545,1.0
deer vs horse,deer,horse,2,small_mu,10,linear,0.535,10.0
deer vs horse,deer,horse,2,small_mu,16,linear,0.57,10.0
deer vs horse,deer,horse,2,small_mu,24,linear,0.5975,0.1
deer vs horse,deer,horse,2,small_mu,1,rbf,0.5,1.0
deer vs horse,deer,horse,2,small_mu,2,rbf,0.51,1.0
deer vs horse,deer,horse,2,small_mu,4,rbf,0.5375,0.1
deer vs horse,deer,horse,2,small_mu,6,rbf,0.5225,1.0
deer vs horse,deer,horse,2,small_mu,8,rbf,0.5525,0.1
deer vs horse,deer,horse,2,small_mu,10,rbf,0.56,0.1
deer vs horse,deer,horse,2,small_mu,16,rbf,0.575,0.1
deer vs horse,deer,horse,2,small_mu,24,rbf,0.6025,1.0
deer vs horse,deer,horse,2,small_mu,1,laplacian,0.545,0.1
deer vs horse,deer,horse,2,small_mu,2,laplacian,0.555,0.1
deer vs horse,deer,horse,2,small_mu,4,laplacian,0.5525,1.0
deer vs horse,deer,horse,2,small_mu,6,laplacian,0.57,0.1
deer vs horse,deer,horse,2,small_mu,8,laplacian,0.5875,0.1
deer vs horse,deer,horse,2,small_mu,10,laplacian,0.63,0.1
deer vs horse,deer,horse,2,small_mu,16,laplacian,0.6525,0.1
deer vs horse,deer,horse,2,small_mu,24,laplacian,0.675,1.0
deer vs horse,deer,horse,2,small_mu,1,polynomial,0.4775,1.0
deer vs horse,deer,horse,2,small_mu,2,polynomial,0.56,0.1
deer vs horse,deer,horse,2,small_mu,4,polynomial,0.505,10.0
deer vs horse,deer,horse,2,small_mu,6,polynomial,0.5275,0.1
deer vs horse,deer,horse,2,small_mu,8,polynomial,0.5275,0.1
deer vs horse,deer,horse,2,small_mu,10,polynomial,0.5375,10.0
deer vs horse,deer,horse,2,small_mu,16,polynomial,0.565,0.1
deer vs horse,deer,horse,2,small_mu,24,polynomial,0.6175,0.1
deer vs horse,deer,horse,2,small_mu,1,sigmoid,0.495,0.1
deer vs horse,deer,horse,2,small_mu,2,sigmoid,0.5325,0.1
deer vs horse,deer,horse,2,small_mu,4,sigmoid,0.52,10.0
deer vs horse,deer,horse,2,small_mu,6,sigmoid,0.57,1.0
deer vs horse,deer,horse,2,small_mu,8,sigmoid,0.595,0.1
deer vs horse,deer,horse,2,small_mu,10,sigmoid,0.5925,10.0
deer vs horse,deer,horse,2,small_mu,16,sigmoid,0.5775,1.0
deer vs horse,deer,horse,2,small_mu,24,sigmoid,0.625,1.0
ship vs truck,ship,truck,0,large_mu,1,linear,0.96,1.0
ship vs truck,ship,truck,0,large_mu,2,linear,0.96,1.0
ship vs truck,ship,truck,0,large_mu,4,linear,0.96,1.0
ship vs truck,ship,truck,0,large_mu,6,linear,0.96,1.0
ship vs truck,ship,truck,0,large_mu,8,linear,0.96,0.1
ship vs truck,ship,truck,0,large_mu,10,linear,0.9575,1.0
ship vs truck,ship,truck,0,large_mu,16,linear,0.965,0.1
ship vs truck,ship,truck,0,large_mu,24,linear,0.9625,0.1
ship vs truck,ship,truck,0,large_mu,1,rbf,0.9475,0.1
ship vs truck,ship,truck,0,large_mu,2,rbf,0.9475,0.1
ship vs truck,ship,truck,0,large_mu,4,rbf,0.9475,0.1
ship vs truck,ship,truck,0,large_mu,6,rbf,0.95,0.1
ship vs truck,ship,truck,0,large_mu,8,rbf,0.9525,1.0
ship vs truck,ship,truck,0,large_mu,10,rbf,0.9475,0.1
ship vs truck,ship,truck,0,large_mu,16,rbf,0.9525,0.1
ship vs truck,ship,truck,0,large_mu,24,rbf,0.9575,1.0
ship vs truck,ship,truck,0,large_mu,1,laplacian,0.9525,0.1
ship vs truck,ship,truck,0,large_mu,2,laplacian,0.9525,1.0
ship vs truck,ship,truck,0,large_mu,4,laplacian,0.95,1.0
ship vs truck,ship,truck,0,large_mu,6,laplacian,0.9525,0.1
ship vs truck,ship,truck,0,large_mu,8,laplacian,0.955,0.1
ship vs truck,ship,truck,0,large_mu,10,laplacian,0.955,0.1
ship vs truck,ship,truck,0,large_mu,16,laplacian,0.9575,0.1
ship vs truck,ship,truck,0,large_mu,24,laplacian,0.9575,0.1
ship vs truck,ship,truck,0,large_mu,1,polynomial,0.95,1.0
ship vs truck,ship,truck,0,large_mu,2,polynomial,0.955,10.0
ship vs truck,ship,truck,0,large_mu,4,polynomial,0.96,1.0
ship vs truck,ship,truck,0,large_mu,6,polynomial,0.9525,0.1
ship vs truck,ship,truck,0,large_mu,8,polynomial,0.95,0.1
ship vs truck,ship,truck,0,large_mu,10,polynomial,0.95,0.1
ship vs truck,ship,truck,0,large_mu,16,polynomial,0.9525,1.0
ship vs truck,ship,truck,0,large_mu,24,polynomial,0.9575,1.0
ship vs truck,ship,truck,0,large_mu,1,sigmoid,0.7775,1.0
ship vs truck,ship,truck,0,large_mu,2,sigmoid,0.7825,0.1
ship vs truck,ship,truck,0,large_mu,4,sigmoid,0.7875,10.0
ship vs truck,ship,truck,0,large_mu,6,sigmoid,0.785,0.1
ship vs truck,ship,truck,0,large_mu,8,sigmoid,0.795,1.0
ship vs truck,ship,truck,0,large_mu,10,sigmoid,0.795,10.0
ship vs truck,ship,truck,0,large_mu,16,sigmoid,0.81,10.0
ship vs truck,ship,truck,0,large_mu,24,sigmoid,0.8275,10.0
ship vs truck,ship,truck,0,small_mu,1,linear,0.4925,0.1
ship vs truck,ship,truck,0,small_mu,2,linear,0.5175,10.0
ship vs truck,ship,truck,0,small_mu,4,linear,0.565,0.1
ship vs truck,ship,truck,0,small_mu,6,linear,0.5125,0.1
ship vs truck,ship,truck,0,small_mu,8,linear,0.515,1.0
ship vs truck,ship,truck,0,small_mu,10,linear,0.5275,1.0
ship vs truck,ship,truck,0,small_mu,16,linear,0.545,0.1
ship vs truck,ship,truck,0,small_mu,24,linear,0.6175,1.0
ship vs truck,ship,truck,0,small_mu,1,rbf,0.5525,0.1
ship vs truck,ship,truck,0,small_mu,2,rbf,0.5575,0.1
ship vs truck,ship,truck,0,small_mu,4,rbf,0.5875,0.1
ship vs truck,ship,truck,0,small_mu,6,rbf,0.615,0.1
ship vs truck,ship,truck,0,small_mu,8,rbf,0.6125,0.1
ship vs truck,ship,truck,0,small_mu,10,rbf,0.6225,0.1
ship vs truck,ship,truck,0,small_mu,16,rbf,0.6375,0.1
ship vs truck,ship,truck,0,small_mu,24,rbf,0.6575,0.1
ship vs truck,ship,truck,0,small_mu,1,laplacian,0.5125,1.0
ship vs truck,ship,truck,0,small_mu,2,laplacian,0.5,0.1
ship vs truck,ship,truck,0,small_mu,4,laplacian,0.59,0.1
ship vs truck,ship,truck,0,small_mu,6,laplacian,0.595,0.1
ship vs truck,ship,truck,0,small_mu,8,laplacian,0.57,10.0
ship vs truck,ship,truck,0,small_mu,10,laplacian,0.6175,1.0
ship vs truck,ship,truck,0,small_mu,16,laplacian,0.66,10.0
ship vs truck,ship,truck,0,small_mu,24,laplacian,0.6725,0.1
ship vs truck,ship,truck,0,small_mu,1,polynomial,0.5,1.0
ship vs truck,ship,truck,0,small_mu,2,polynomial,0.56,0.1
ship vs truck,ship,truck,0,small_mu,4,polynomial,0.5525,0.1
ship vs truck,ship,truck,0,small_mu,6,polynomial,0.5625,0.1
ship vs truck,ship,truck,0,small_mu,8,polynomial,0.5775,0.1
ship vs truck,ship,truck,0,small_mu,10,polynomial,0.6075,1.0
ship vs truck,ship,truck,0,small_mu,16,polynomial,0.6425,1.0
ship vs truck,ship,truck,0,small_mu,24,polynomial,0.62,0.1
ship vs truck,ship,truck,0,small_mu,1,sigmoid,0.5125,0.1
ship vs truck,ship,truck,0,small_mu,2,sigmoid,0.55,1.0
ship vs truck,ship,truck,0,small_mu,4,sigmoid,0.5325,0.1
ship vs truck,ship,truck,0,small_mu,6,sigmoid,0.5375,0.1
ship vs truck,ship,truck,0,small_mu,8,sigmoid,0.575,0.1
ship vs truck,ship,truck,0,small_mu,10,sigmoid,0.57,0.1
ship vs truck,ship,truck,0,small_mu,16,sigmoid,0.5675,0.1
ship vs truck,ship,truck,0,small_mu,24,sigmoid,0.585,1.0
ship vs truck,ship,truck,1,large_mu,1,linear,0.9375,10.0
ship vs truck,ship,truck,1,large_mu,2,linear,0.9425,1.0
ship vs truck,ship,truck,1,large_mu,4,linear,0.9425,10.0
ship vs truck,ship,truck,1,large_mu,6,linear,0.935,1.0
ship vs truck,ship,truck,1,large_mu,8,linear,0.9375,1.0
ship vs truck,ship,truck,1,large_mu,10,linear,0.9425,1.0
ship vs truck,ship,truck,1,large_mu,16,linear,0.9475,1.0
ship vs truck,ship,truck,1,large_mu,24,linear,0.9425,1.0
ship vs truck,ship,truck,1,large_mu,1,rbf,0.9575,0.1
ship vs truck,ship,truck,1,large_mu,2,rbf,0.9575,10.0
ship vs truck,ship,truck,1,large_mu,4,rbf,0.955,0.1
ship vs truck,ship,truck,1,large_mu,6,rbf,0.97,1.0
ship vs truck,ship,truck,1,large_mu,8,rbf,0.9675,0.1
ship vs truck,ship,truck,1,large_mu,10,rbf,0.965,0.1
ship vs truck,ship,truck,1,large_mu,16,rbf,0.965,0.1
ship vs truck,ship,truck,1,large_mu,24,rbf,0.9675,0.1
ship vs truck,ship,truck,1,large_mu,1,laplacian,0.9675,1.0
ship vs truck,ship,truck,1,large_mu,2,laplacian,0.97,0.1
ship vs truck,ship,truck,1,large_mu,4,laplacian,0.965,0.1
ship vs truck,ship,truck,1,large_mu,6,laplacian,0.9675,0.1
ship vs truck,ship,truck,1,large_mu,8,laplacian,0.9675,0.1
ship vs truck,ship,truck,1,large_mu,10,laplacian,0.9675,0.1
ship vs truck,ship,truck,1,large_mu,16,laplacian,0.97,0.1
ship vs truck,ship,truck,1,large_mu,24,laplacian,0.9725,0.1
ship vs truck,ship,truck,1,large_mu,1,polynomial,0.9525,1.0
ship vs truck,ship,truck,1,large_mu,2,polynomial,0.9575,1.0
ship vs truck,ship,truck,1,large_mu,4,polynomial,0.96,0.1
ship vs truck,ship,truck,1,large_mu,6,polynomial,0.9575,1.0
ship vs truck,ship,truck,1,large_mu,8,polynomial,0.9575,1.0
ship vs truck,ship,truck,1,large_mu,10,polynomial,0.955,1.0
ship vs truck,ship,truck,1,large_mu,16,polynomial,0.96,1.0
ship vs truck,ship,truck,1,large_mu,24,polynomial,0.965,0.1
ship vs truck,ship,truck,1,large_mu,1,sigmoid,0.745,1.0
ship vs truck,ship,truck,1,large_mu,2,sigmoid,0.7325,0.1
ship vs truck,ship,truck,1,large_mu,4,sigmoid,0.7375,1.0
ship vs truck,ship,truck,1,large_mu,6,sigmoid,0.73,10.0
ship vs truck,ship,truck,1,large_mu,8,sigmoid,0.7275,0.1
ship vs truck,ship,truck,1,large_mu,10,sigmoid,0.7275,0.1
ship vs truck,ship,truck,1,large_mu,16,sigmoid,0.725,10.0
ship vs truck,ship,truck,1,large_mu,24,sigmoid,0.7425,1.0
ship vs truck,ship,truck,1,small_mu,1,linear,0.52,0.1
ship vs truck,ship,truck,1,small_mu,2,linear,0.5425,0.1
ship vs truck,ship,truck,1,small_mu,4,linear,0.5475,10.0
ship vs truck,ship,truck,1,small_mu,6,linear,0.5525,0.1
ship vs truck,ship,truck,1,small_mu,8,linear,0.535,0.1
ship vs truck,ship,truck,1,small_mu,10,linear,0.5775,0.1
ship vs truck,ship,truck,1,small_mu,16,linear,0.5725,1.0
ship vs truck,ship,truck,1,small_mu,24,linear,0.63,0.1
ship vs truck,ship,truck,1,small_mu,1,rbf,0.5775,0.1
ship vs truck,ship,truck,1,small_mu,2,rbf,0.5425,0.1
ship vs truck,ship,truck,1,small_mu,4,rbf,0.6175,10.0
ship vs truck,ship,truck,1,small_mu,6,rbf,0.61,1.0
ship vs truck,ship,truck,1,small_mu,8,rbf,0.63,0.1
ship vs truck,ship,truck,1,small_mu,10,rbf,0.61,1.0
ship vs truck,ship,truck,1,small_mu,16,rbf,0.6375,0.1
ship vs truck,ship,truck,1,small_mu,24,rbf,0.645,0.1
ship vs truck,ship,truck,1,small_mu,1,laplacian,0.55,0.1
ship vs truck,ship,truck,1,small_mu,2,laplacian,0.515,1.0
ship vs truck,ship,truck,1,small_mu,4,laplacian,0.5025,1.0
ship vs truck,ship,truck,1,small_mu,6,laplacian,0.5,10.0
ship vs truck,ship,truck,1,small_mu,8,laplacian,0.5075,0.1
ship vs truck,ship,truck,1,small_mu,10,laplacian,0.5625,10.0
ship vs truck,ship,truck,1,small_mu,16,laplacian,0.62,1.0
ship vs truck,ship,truck,1,small_mu,24,laplacian,0.6775,10.0
ship vs truck,ship,truck,1,small_mu,1,polynomial,0.4975,0.1
ship vs truck,ship,truck,1,small_mu,2,polynomial,0.51,0.1
ship vs truck,ship,truck,1,small_mu,4,polynomial,0.51,0.1
ship vs truck,ship,truck,1,small_mu,6,polynomial,0.59,0.1
ship vs truck,ship,truck,1,small_mu,8,polynomial,0.585,1.0
ship vs truck,ship,truck,1,small_mu,10,polynomial,0.575,0.1
ship vs truck,ship,truck,1,small_mu,16,polynomial,0.6075,0.1
ship vs truck,ship,truck,1,small_mu,24,polynomial,0.6,1.0
ship vs truck,ship,truck,1,small_mu,1,sigmoid,0.4925,0.1
ship vs truck,ship,truck,1,small_mu,2,sigmoid,0.4975,0.1
ship vs truck,ship,truck,1,small_mu,4,sigmoid,0.5175,1.0
ship vs truck,ship,truck,1,small_mu,6,sigmoid,0.5125,1.0
ship vs truck,ship,truck,1,small_mu,8,sigmoid,0.5075,1.0
ship vs truck,ship,truck,1,small_mu,10,sigmoid,0.5075,1.0
ship vs truck,ship,truck,1,small_mu,16,sigmoid,0.565,1.0
ship vs truck,ship,truck,1,small_mu,24,sigmoid,0.6125,0.1
ship vs truck,ship,truck,2,large_mu,1,linear,0.93,1.0
ship vs truck,ship,truck,2,large_mu,2,linear,0.9375,10.0
ship vs truck,ship,truck,2,large_mu,4,linear,0.9325,10.0
ship vs truck,ship,truck,2,large_mu,6,linear,0.9375,1.0
ship vs truck,ship,truck,2,large_mu,8,linear,0.9325,1.0
ship vs truck,ship,truck,2,large_mu,10,linear,0.9275,1.0
ship vs truck,ship,truck,2,large_mu,16,linear,0.9225,1.0
ship vs truck,ship,truck,2,large_mu,24,linear,0.915,10.0
ship vs truck,ship,truck,2,large_mu,1,rbf,0.9525,1.0
ship vs truck,ship,truck,2,large_mu,2,rbf,0.9525,1.0
ship vs truck,ship,truck,2,large_mu,4,rbf,0.9525,0.1
ship vs truck,ship,truck,2,large_mu,6,rbf,0.9525,0.1
ship vs truck,ship,truck,2,large_mu,8,rbf,0.9525,10.0
ship vs truck,ship,truck,2,large_mu,10,rbf,0.9525,10.0
ship vs truck,ship,truck,2,large_mu,16,rbf,0.96,0.1
ship vs truck,ship,truck,2,large_mu,24,rbf,0.96,0.1
ship vs truck,ship,truck,2,large_mu,1,laplacian,0.97,0.1
ship vs truck,ship,truck,2,large_mu,2,laplacian,0.965,1.0
ship vs truck,ship,truck,2,large_mu,4,laplacian,0.9675,0.1
ship vs truck,ship,truck,2,large_mu,6,laplacian,0.97,0.1
ship vs truck,ship,truck,2,large_mu,8,laplacian,0.97,0.1
ship vs truck,ship,truck,2,large_mu,10,laplacian,0.9675,0.1
ship vs truck,ship,truck,2,large_mu,16,laplacian,0.9625,0.1
ship vs truck,ship,truck,2,large_mu,24,laplacian,0.9625,0.1
ship vs truck,ship,truck,2,large_mu,1,polynomial,0.95,10.0
ship vs truck,ship,truck,2,large_mu,2,polynomial,0.955,10.0
ship vs truck,ship,truck,2,large_mu,4,polynomial,0.955,10.0
ship vs truck,ship,truck,2,large_mu,6,polynomial,0.9575,0.1
ship vs truck,ship,truck,2,large_mu,8,polynomial,0.955,0.1
ship vs truck,ship,truck,2,large_mu,10,polynomial,0.955,1.0
ship vs truck,ship,truck,2,large_mu,16,polynomial,0.9575,0.1
ship vs truck,ship,truck,2,large_mu,24,polynomial,0.955,0.1
ship vs truck,ship,truck,2,large_mu,1,sigmoid,0.7725,1.0
ship vs truck,ship,truck,2,large_mu,2,sigmoid,0.7675,10.0
ship vs truck,ship,truck,2,large_mu,4,sigmoid,0.765,0.1
ship vs truck,ship,truck,2,large_mu,6,sigmoid,0.7625,0.1
ship vs truck,ship,truck,2,large_mu,8,sigmoid,0.76,0.1
ship vs truck,ship,truck,2,large_mu,10,sigmoid,0.765,0.1
ship vs truck,ship,truck,2,large_mu,16,sigmoid,0.7975,1.0
ship vs truck,ship,truck,2,large_mu,24,sigmoid,0.83,10.0
ship vs truck,ship,truck,2,small_mu,1,linear,0.465,0.1
ship vs truck,ship,truck,2,small_mu,2,linear,0.4675,0.1
ship vs truck,ship,truck,2,small_mu,4,linear,0.45,1.0
ship vs truck,ship,truck,2,small_mu,6,linear,0.5075,0.1
ship vs truck,ship,truck,2,small_mu,8,linear,0.495,0.1
ship vs truck,ship,truck,2,small_mu,10,linear,0.5225,1.0
ship vs truck,ship,truck,2,small_mu,16,linear,0.5625,0.1
ship vs truck,ship,truck,2,small_mu,24,linear,0.575,10.0
ship vs truck,ship,truck,2,small_mu,1,rbf,0.5225,0.1
ship vs truck,ship,truck,2,small_mu,2,rbf,0.575,1.0
ship vs truck,ship,truck,2,small_mu,4,rbf,0.6125,0.1
ship vs truck,ship,truck,2,small_mu,6,rbf,0.62,1.0
ship vs truck,ship,truck,2,small_mu,8,rbf,0.6425,0.1
ship vs truck,ship,truck,2,small_mu,10,rbf,0.68,1.0
ship vs truck,ship,truck,2,small_mu,16,rbf,0.7075,0.1
ship vs truck,ship,truck,2,small_mu,24,rbf,0.6925,1.0
ship vs truck,ship,truck,2,small_mu,1,laplacian,0.53,0.1
ship vs truck,ship,truck,2,small_mu,2,laplacian,0.5325,0.1
ship vs truck,ship,truck,2,small_mu,4,laplacian,0.59,1.0
ship vs truck,ship,truck,2,small_mu,6,laplacian,0.605,1.0
ship vs truck,ship,truck,2,small_mu,8,laplacian,0.635,1.0
ship vs truck,ship,truck,2,small_mu,10,laplacian,0.635,1.0
ship vs truck,ship,truck,2,small_mu,16,laplacian,0.6925,1.0
ship vs truck,ship,truck,2,small_mu,24,laplacian,0.805,1.0
ship vs truck,ship,truck,2,small_mu,1,polynomial,0.535,0.1
ship vs truck,ship,truck,2,small_mu,2,polynomial,0.545,1.0
ship vs truck,ship,truck,2,small_mu,4,polynomial,0.5925,0.1
ship vs truck,ship,truck,2,small_mu,6,polynomial,0.6025,0.1
ship vs truck,ship,truck,2,small_mu,8,polynomial,0.61,1.0
ship vs truck,ship,truck,2,small_mu,10,polynomial,0.625,0.1
ship vs truck,ship,truck,2,small_mu,16,polynomial,0.6375,0.1
ship vs truck,ship,truck,2,small_mu,24,polynomial,0.6575,0.1
ship vs truck,ship,truck,2,small_mu,1,sigmoid,0.555,0.1
ship vs truck,ship,truck,2,small_mu,2,sigmoid,0.5375,0.1
ship vs truck,ship,truck,2,small_mu,4,sigmoid,0.59,0.1
ship vs truck,ship,truck,2,small_mu,6,sigmoid,0.5875,0.1
ship vs truck,ship,truck,2,small_mu,8,sigmoid,0.6125,0.1
ship vs truck,ship,truck,2,small_mu,10,sigmoid,0.5925,0.1
ship vs truck,ship,truck,2,small_mu,16,sigmoid,0.6075,1.0
ship vs truck,ship,truck,2,small_mu,24,sigmoid,0.67,1.0
